PREFIXO: ;3D-015
NOME DO POSTO: ;GUARIPOCABA
MUNICÍPIO: ;BRAGANCA PAULISTA
CURSO D'ÁGUA: ;JAGUARI,R
ÁREA (Km²): ;1.353,00
LATITUDE: ;22°54'24"
LONGITUDE: ;46°28'37"
 
Obs: valores com --- representam dados inexistentes.
 
Vazões médias diárias (m³/s)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Vazão Mínima;Vazão Média;Vazão Máxima
  03/2012;3,000;2,863;2,966;3,173;3,386;3,104;3,000;2,762;2,435;3,350;3,899;3,603;2,966;2,966;2,931;3,422;3,139;3,000;2,863;2,762;2,630;2,467;3,244;2,863;2,897;2,830;2,796;2,966;3,279;3,350;3,173;2,435;3,035;3,899
  04/2012;2,931;2,966;2,966;3,350;2,931;2,630;2,663;2,630;4,318;3,104;3,034;2,931;2,863;2,597;2,564;3,069;2,931;2,863;2,630;2,467;4,672;6,086;3,350;2,339;2,966;3,000;3,899;3,861;3,824;5,700;---;2,339;3,271;6,086
  05/2012;7,572;5,075;3,936;3,279;3,000;2,897;2,931;2,897;2,630;2,467;2,897;3,279;3,494;3,787;3,974;3,899;3,824;3,750;3,676;3,713;3,713;3,639;3,566;3,422;3,899;4,241;3,936;3,787;3,639;3,458;3,530;2,467;3,671;7,572
  06/2012;3,566;3,566;3,279;3,139;3,974;4,553;3,034;3,139;3,787;2,966;2,966;3,787;3,000;2,762;2,630;2,863;2,863;2,663;2,663;4,751;5,157;7,807;5,573;3,824;3,279;3,244;3,139;3,000;2,796;3,209;---;2,630;3,566;7,807
  07/2012;3,676;3,750;3,713;3,603;3,603;3,458;3,422;3,824;3,936;3,458;3,104;2,897;3,350;3,530;3,566;3,713;3,899;6,305;4,872;4,164;3,824;3,787;3,787;3,713;3,566;3,566;3,639;3,603;3,530;3,861;4,012;2,897;3,766;6,305
  08/2012;3,974;3,824;3,713;3,676;3,676;3,676;3,676;3,824;3,676;3,639;3,676;3,750;3,936;3,787;3,750;3,787;3,787;3,824;3,824;3,787;3,824;3,750;3,713;3,713;3,566;3,639;3,566;3,386;3,315;3,494;3,386;3,315;3,697;3,974
  09/2012;3,422;3,422;3,386;3,422;3,458;3,244;3,279;3,315;3,315;3,139;2,966;3,000;3,139;3,209;3,104;3,000;2,931;2,729;2,532;2,663;2,897;3,315;3,209;3,000;2,966;3,494;3,676;3,603;3,494;3,209;---;2,532;3,185;3,676
  10/2012;3,209;3,750;3,899;3,750;4,012;4,202;4,126;4,088;3,899;3,713;3,861;4,088;4,318;4,126;3,861;3,750;3,899;3,899;4,050;4,592;4,435;3,936;3,787;4,711;3,422;3,034;3,458;2,931;4,751;2,931;2,499;2,499;3,838;4,751
  11/2012;3,244;3,350;3,244;3,104;3,104;3,104;3,139;3,244;3,069;3,603;3,603;3,824;5,034;5,034;4,241;4,164;4,279;4,202;3,974;4,241;3,639;3,458;3,209;3,139;4,318;3,566;3,104;3,173;3,244;3,603;---;3,069;3,642;5,034
  12/2012;3,566;3,494;4,202;3,861;3,639;3,824;3,639;3,639;3,530;3,209;3,244;3,315;3,209;3,279;4,164;4,474;4,513;3,936;3,315;3,000;4,241;3,315;3,173;3,209;2,863;2,966;2,931;3,315;3,315;5,615;7,948;2,863;3,740;7,948
  01/2013;5,871;3,936;3,279;3,104;3,173;2,966;3,386;2,796;2,931;5,322;5,364;4,592;6,437;9,013;5,075;3,713;4,711;3,639;3,713;4,632;3,750;3,530;3,279;3,069;2,762;3,209;3,458;3,458;7,202;6,974;6,793;2,762;4,359;9,013
  02/2013;3,315;4,126;3,209;3,386;3,494;4,202;11,638;5,447;6,043;7,901;5,957;4,279;3,639;3,676;3,639;3,104;3,173;2,796;2,830;2,931;2,663;2,630;2,931;3,034;2,696;2,630;3,000;2,863;---;---;---;2,630;3,973;11,638
  03/2013;3,173;3,494;3,209;3,034;2,931;3,279;3,750;4,474;3,530;4,357;5,700;3,787;3,139;3,530;3,350;3,899;5,281;4,711;3,899;3,494;3,566;3,494;3,244;2,897;3,422;3,244;3,350;3,173;3,139;2,966;2,863;2,863;3,593;5,700
  04/2013;2,762;2,966;3,974;2,696;4,953;5,658;3,494;2,966;2,796;2,630;2,499;2,403;3,104;5,198;3,861;3,315;3,315;3,279;3,279;3,315;3,386;3,566;3,494;3,350;3,315;3,244;3,422;3,422;3,279;3,244;---;2,403;3,406;5,658
  05/2013;3,315;3,209;3,069;3,000;3,000;3,069;3,173;3,350;3,422;3,458;3,458;3,350;3,350;3,279;3,209;3,209;3,458;3,494;3,422;3,173;3,000;3,000;3,139;3,244;3,386;3,350;3,209;3,386;4,050;3,315;3,104;3,000;3,279;4,050
  06/2013;2,796;2,863;3,279;3,173;2,966;2,863;3,279;3,494;3,350;3,173;3,350;3,974;4,632;3,787;3,530;3,315;3,566;3,713;3,494;3,315;3,034;3,209;3,494;3,530;3,494;3,566;3,603;3,386;3,244;3,676;---;2,796;3,405;4,632
  07/2013;4,791;4,050;3,603;3,458;3,350;3,173;3,173;3,458;3,422;3,279;3,139;3,244;3,104;3,000;2,931;3,000;2,897;2,796;2,696;2,597;2,597;2,696;3,034;3,279;4,791;4,592;3,861;3,458;3,494;3,494;3,422;2,597;3,351;4,791
  08/2013;3,315;3,279;3,244;3,279;3,350;3,244;3,069;3,000;3,209;3,034;3,173;3,069;3,139;3,279;3,530;3,422;3,422;3,494;3,566;3,530;3,315;3,104;3,069;3,173;3,104;2,931;3,209;3,494;3,458;3,350;3,279;2,931;3,262;3,566
  09/2013;3,139;2,931;3,069;3,422;3,034;3,676;3,350;3,315;3,350;3,422;3,244;3,458;3,787;3,787;3,639;3,315;3,422;4,012;4,088;3,676;3,422;3,422;3,713;3,603;3,750;3,787;3,713;3,530;3,603;3,422;---;2,931;3,503;4,088
  10/2013;3,566;3,974;3,458;4,241;3,173;2,796;2,863;2,897;3,069;3,139;3,069;3,386;3,244;3,139;3,244;3,603;3,209;3,422;5,157;3,676;3,244;4,050;4,435;3,530;3,566;2,931;2,830;3,315;3,209;3,139;3,244;2,796;3,413;5,157
  11/2013;3,279;3,566;3,386;3,244;3,899;3,936;3,861;3,639;3,494;3,422;3,244;3,386;3,639;4,396;4,318;4,318;4,474;4,435;4,357;4,474;4,279;4,050;4,357;4,751;4,357;3,899;4,553;3,530;3,458;3,639;---;3,244;3,921;4,751
  12/2013;3,494;3,244;3,209;3,494;3,315;3,974;3,639;6,393;3,899;3,530;5,322;3,458;3,034;2,467;2,435;2,467;2,435;2,696;3,899;3,315;3,209;3,139;3,069;3,104;3,422;3,494;3,350;3,350;3,603;3,209;2,931;2,435;3,406;6,393
  01/2014;3,139;2,931;2,863;2,060;2,029;1,910;1,763;1,649;1,792;1,821;1,821;2,696;2,564;2,276;2,090;2,151;2,213;2,182;2,060;2,029;2,121;2,213;2,371;2,121;2,090;2,151;2,276;2,245;2,276;2,245;2,121;1,649;2,202;3,139
  02/2014;2,029;2,029;1,999;2,060;2,060;2,090;2,151;2,121;2,121;2,060;1,969;1,910;1,821;1,969;2,339;2,729;3,000;2,597;2,403;2,307;2,276;2,276;2,182;2,245;2,245;2,245;1,999;2,307;---;---;---;1,821;2,198;3,000
  03/2014;2,762;2,696;2,403;2,371;2,339;2,182;2,151;2,371;2,276;2,245;2,213;2,564;2,597;2,403;2,276;2,151;2,121;2,060;1,939;2,060;2,307;3,566;2,564;2,467;2,403;2,307;2,182;2,213;---;---;---;---;---;---
  04/2014;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1,510;1,482;1,401;1,455;1,510;1,621;1,537;1,296;---;---;---;---
  05/2014;1,270;1,455;1,510;1,428;1,401;1,428;1,482;1,348;1,428;1,649;1,792;1,706;1,649;1,706;1,677;1,375;1,270;1,218;1,401;1,428;1,193;1,218;1,593;1,706;1,649;1,593;1,734;1,621;1,593;1,593;1,428;1,193;1,501;1,792
  06/2014;1,296;1,428;1,428;1,322;1,193;1,117;1,117;1,167;1,401;1,510;1,428;1,428;1,401;1,375;1,428;1,428;1,348;1,401;1,482;1,401;1,348;1,375;1,348;1,322;1,193;1,218;1,270;1,296;1,244;1,244;---;1,117;1,332;1,510
  07/2014;1,244;1,322;1,401;1,428;1,375;1,401;1,401;1,649;1,649;1,649;1,734;1,706;1,706;1,565;1,482;1,401;1,428;1,270;1,375;1,428;1,401;1,348;1,244;1,117;1,401;1,565;1,649;1,763;1,734;1,565;1,375;1,117;1,477;1,763
  08/2014;1,296;1,270;1,193;1,244;1,565;1,455;1,455;1,482;1,375;1,296;1,218;1,167;1,322;1,537;1,565;1,537;1,537;1,428;1,537;1,621;1,565;1,482;1,401;1,270;1,270;1,244;1,348;1,375;1,482;1,455;1,375;1,167;1,399;1,621
  09/2014;1,296;1,270;2,029;2,121;1,880;1,706;1,706;1,649;1,537;1,401;1,401;1,428;1,455;1,375;1,244;1,296;1,401;1,270;1,218;1,348;1,401;1,537;1,401;1,322;1,348;1,296;1,706;1,322;0,972;0,925;---;0,925;1,442;2,121
  10/2014;1,068;1,455;1,565;1,401;1,375;1,270;1,193;1,068;0,972;0,995;1,068;1,044;0,948;0,878;0,948;0,878;0,766;0,722;0,659;1,117;1,093;0,995;0,855;0,680;0,925;0,810;0,972;0,855;0,659;0,577;0,701;0,577;0,984;1,565
  11/2014;0,855;0,855;0,680;0,925;0,925;0,948;1,193;0,901;0,948;0,833;0,701;0,557;0,557;0,925;0,972;0,878;0,833;0,722;0,701;0,701;0,680;0,617;0,680;0,833;0,901;0,878;1,068;1,142;1,117;1,044;---;0,557;0,852;1,193
  12/2014;0,995;0,948;0,855;0,948;1,428;1,093;1,019;0,972;0,925;1,218;1,291;1,005;1,024;1,043;1,118;1,080;0,949;0,803;0,876;0,968;1,024;0,968;1,350;3,415;2,129;2,811;1,608;1,175;0,968;1,118;1,291;0,803;1,239;3,415
  01/2015;1,214;1,195;1,156;1,024;0,986;1,024;1,080;1,195;1,468;1,369;1,156;2,348;1,330;1,005;0,949;0,894;0,785;0,767;0,714;0,643;0,678;0,696;0,749;0,986;1,369;1,291;1,429;1,272;1,080;0,931;0,894;0,643;1,086;2,348
  02/2015;0,767;0,803;1,099;0,767;0,931;2,222;1,350;1,156;1,024;1,272;1,688;1,568;1,389;1,660;1,369;4,143;3,415;7,357;5,978;3,938;3,179;2,655;2,265;2,109;2,233;1,871;1,644;2,109;---;---;---;0,767;2,213;7,357
  03/2015;1,900;1,756;1,617;1,535;1,132;0,950;0,950;2,019;5,156;2,424;2,079;2,049;1,989;1,617;1,509;1,756;1,617;1,430;1,302;1,562;3,179;2,265;4,138;2,171;1,589;1,132;1,085;0,994;0,801;0,801;0,761;0,761;1,783;5,156
  04/2015;0,741;0,683;0,554;0,453;0,361;2,171;1,085;0,721;0,645;0,626;0,503;0,453;0,486;0,437;0,390;0,421;0,781;1,039;0,994;1,672;1,132;1,132;1,180;1,180;1,180;1,109;0,994;0,928;0,972;1,039;---;0,361;0,869;2,171
  05/2015;0,994;0,928;0,885;0,928;1,085;1,039;1,062;1,204;1,062;0,864;1,085;1,180;1,277;1,228;1,228;1,253;1,253;1,204;1,228;1,353;1,353;1,253;1,132;1,017;1,039;1,085;1,085;1,017;1,509;1,644;2,296;0,864;1,186;2,296
  06/2015;2,860;1,802;1,550;1,523;1,376;1,225;1,201;1,106;1,037;1,376;1,325;0,992;0,927;0,824;0,885;1,082;1,037;0,927;1,523;1,376;1,300;1,176;1,153;1,376;1,351;1,250;1,129;1,129;1,014;0,906;---;0,824;1,258;2,860
  07/2015;0,949;0,885;0,784;0,844;1,014;0,992;0,992;0,906;1,014;1,082;1,037;1,014;0,927;0,949;1,082;1,153;1,060;0,804;0,784;0,689;0,635;0,784;0,844;0,726;0,804;0,885;0,824;0,824;0,906;0,885;0,824;0,635;0,900;1,153
  08/2015;0,844;0,745;0,765;0,804;0,745;0,653;0,653;0,745;0,824;0,885;0,885;0,885;0,864;0,844;0,844;0,864;0,824;0,844;0,864;1,106;1,129;1,082;1,037;1,129;1,250;1,176;1,201;1,523;1,376;1,250;1,176;0,653;0,962;1,523
  09/2015;1,176;1,106;0,992;0,927;1,014;0,885;0,824;1,129;3,869;2,038;2,543;3,125;2,576;2,099;1,716;1,482;1,376;1,325;1,274;1,176;1,106;1,060;1,014;0,970;1,014;1,632;1,429;1,274;1,274;1,325;---;0,824;1,492;3,869
  10/2015;1,889;1,482;1,660;1,688;1,523;1,376;1,153;1,037;0,992;1,106;0,992;0,949;1,014;0,689;0,502;1,037;1,274;1,274;1,153;0,927;0,949;1,225;1,660;1,660;1,605;1,550;2,846;2,348;1,660;1,403;1,225;0,502;1,350;2,846
  11/2015;1,225;1,496;4,263;2,477;2,008;1,745;1,605;1,429;1,201;0,992;0,927;0,970;0,970;1,129;1,660;1,482;1,129;1,978;1,802;2,129;2,348;1,919;4,303;3,947;2,811;2,222;1,716;1,429;1,632;3,019;---;0,927;1,932;4,303
  12/2015;2,348;2,609;3,306;5,488;3,986;2,576;8,754;4,913;4,088;2,872;3,105;2,422;2,298;3,072;2,175;2,025;2,145;1,878;1,878;6,520;3,378;2,517;2,676;2,454;2,806;5,460;2,905;4,798;4,722;3,517;2,872;1,878;3,438;8,754
  01/2016;3,309;2,774;2,548;2,644;2,298;1,791;1,457;1,323;1,403;1,706;1,849;1,763;2,236;16,101;22,126;34,553;15,160;5,500;3,552;2,872;2,517;2,267;2,085;2,085;1,936;1,849;1,878;2,422;2,360;2,115;1,995;1,323;4,854;34,553
  02/2016;1,763;1,484;1,323;1,297;1,350;1,430;2,709;3,207;2,774;1,566;1,297;1,297;1,194;1,118;1,169;2,145;1,566;1,271;1,068;1,019;3,105;7,112;4,272;2,485;3,482;2,115;1,763;1,849;2,175;---;---;1,019;2,083;7,112
  03/2016;1,878;2,267;6,814;16,940;7,225;3,884;2,733;9,297;7,943;4,001;6,108;6,584;4,359;3,109;2,936;2,505;2,254;1,985;1,787;1,650;1,547;1,455;1,419;1,455;3,145;2,193;1,704;1,510;1,529;1,529;1,529;1,419;3,719;16,940
  04/2016;1,455;1,365;1,383;1,510;1,492;1,329;1,257;1,275;1,257;1,311;1,401;1,455;1,492;1,547;1,597;1,547;1,597;1,547;1,529;1,529;1,492;1,510;1,474;1,419;1,347;1,401;1,566;1,815;1,650;1,732;---;1,257;1,476;1,815
  05/2016;1,928;2,015;1,759;1,787;1,899;1,843;1,843;1,732;1,732;1,759;1,759;1,843;1,843;1,871;1,815;1,677;1,650;1,732;2,223;1,871;2,970;2,505;3,180;3,109;2,133;1,650;1,529;1,529;1,419;1,347;1,623;1,347;1,922;3,180
  06/2016;1,383;3,323;3,396;5,557;10,270;9,807;18,414;9,922;5,202;3,323;2,767;2,569;2,409;2,223;2,015;1,677;1,437;1,623;1,677;1,650;1,732;1,547;1,455;1,474;1,510;1,510;1,510;1,492;1,492;1,510;---;1,383;3,529;18,414
  07/2016;1,529;1,547;1,529;1,510;1,437;1,329;1,401;1,474;1,419;1,347;1,293;1,401;1,623;1,547;1,492;1,437;1,677;1,787;1,815;1,843;1,899;1,928;1,899;1,928;1,871;1,787;1,732;1,815;1,871;1,843;1,815;1,293;1,640;1,928
  08/2016;1,677;1,787;1,787;1,759;1,677;1,623;1,547;1,510;1,547;1,623;1,677;1,704;1,732;1,547;1,474;1,623;1,529;1,492;1,383;1,347;2,285;2,970;1,956;1,732;1,597;1,474;1,419;1,347;1,347;1,311;1,383;1,311;1,641;2,970
  09/2016;1,787;1,510;1,419;1,419;1,383;1,623;1,704;1,529;1,510;1,547;1,419;1,293;1,239;1,204;1,257;1,347;1,365;1,365;1,365;1,419;1,492;1,437;1,401;1,365;1,329;1,347;1,401;1,419;1,329;1,329;---;1,204;1,418;1,787
  10/2016;1,455;1,455;1,419;1,985;1,566;1,204;1,529;1,732;1,899;1,985;1,815;2,073;1,985;4,198;6,061;5,202;2,936;1,985;1,566;1,474;1,455;1,529;1,529;1,510;2,505;2,163;1,899;2,223;2,133;1,787;1,510;1,204;2,122;6,061
  11/2016;1,455;1,365;1,529;1,677;1,623;1,474;1,401;1,365;1,383;1,566;1,510;3,506;2,537;2,700;2,602;2,103;3,731;3,180;2,193;1,759;1,597;1,437;1,401;1,547;1,492;1,437;1,566;1,455;3,145;2,970;---;1,365;1,957;3,731
  12/2016;1,704;1,419;1,204;1,293;1,383;1,510;1,401;1,239;1,437;1,492;1,293;2,163;3,216;2,602;2,133;2,015;1,759;2,015;1,650;3,469;3,618;2,347;1,871;3,040;2,015;2,902;1,928;1,650;1,597;1,899;1,566;1,204;1,962;3,618
  01/2017;1,510;1,383;1,257;1,204;1,365;1,347;1,311;1,492;1,257;2,103;4,523;3,807;5,246;4,079;5,602;4,198;10,037;8,909;6,584;5,467;5,378;9,242;7,632;4,605;3,846;3,543;3,216;3,180;2,505;2,073;1,787;1,204;3,861;10,037
  02/2017;1,597;1,529;2,133;1,928;1,510;1,650;1,566;1,401;1,383;1,347;1,275;1,204;1,204;1,311;1,293;1,222;1,186;1,186;1,239;1,239;1,222;1,186;1,134;1,134;1,566;1,419;1,474;1,329;---;---;---;1,134;1,388;2,133
  03/2017;1,117;1,099;1,257;1,257;1,257;1,383;4,119;7,225;5,290;2,634;2,133;1,787;1,597;1,732;2,285;1,928;1,787;1,787;1,985;3,807;2,409;2,073;1,815;1,677;1,597;1,597;1,547;1,623;1,547;1,510;1,759;1,099;2,149;7,225
  04/2017;1,704;1,510;1,455;1,437;1,419;1,566;2,634;2,936;2,163;1,759;1,597;1,623;1,623;1,597;1,815;1,437;1,437;1,455;1,437;1,329;1,293;1,566;1,650;1,510;1,347;1,383;2,409;2,133;1,899;1,843;---;1,293;1,699;2,936
  05/2017;1,759;1,623;1,597;1,474;3,109;4,441;3,216;2,133;1,843;1,871;1,815;1,732;1,597;1,419;1,529;1,597;1,623;1,597;3,323;4,986;3,506;4,986;4,001;3,074;2,505;2,103;2,044;2,044;1,899;1,815;1,597;1,419;2,383;4,986
  06/2017;1,547;1,677;1,623;1,547;1,510;2,193;2,015;1,623;1,566;1,677;1,566;1,566;1,732;1,871;1,899;1,787;1,597;1,566;1,529;1,650;1,759;1,704;1,597;1,510;1,492;1,455;1,437;1,419;1,677;1,787;---;1,419;1,653;2,193
  07/2017;1,899;2,103;2,223;2,163;2,193;2,133;2,733;2,800;2,767;2,733;3,287;2,441;2,409;2,378;2,254;2,316;2,285;2,347;2,441;2,347;2,347;2,378;2,473;2,602;2,569;2,505;2,441;2,569;2,634;2,602;2,409;1,899;2,445;3,287
  08/2017;2,223;2,163;1,928;2,316;2,347;2,254;2,133;2,133;2,285;2,409;2,441;2,409;2,285;2,378;1,547;3,618;3,962;3,962;4,079;2,936;3,396;2,505;2,505;3,005;2,902;2,667;2,537;2,537;2,667;3,469;3,807;1,547;2,703;4,079
  09/2017;3,962;4,001;3,884;3,769;3,655;3,655;3,618;3,469;3,469;3,506;3,580;3,618;3,618;3,580;3,655;3,580;3,543;3,618;3,655;3,580;3,543;3,506;3,432;3,469;3,469;3,287;3,287;3,655;3,543;3,287;---;3,287;3,583;4,001
  10/2017;3,580;2,569;2,733;1,871;1,529;1,492;1,510;1,365;1,275;1,419;2,800;3,360;4,079;4,119;4,359;4,482;4,319;3,469;3,180;3,216;3,251;3,396;3,432;3,396;3,580;4,400;3,109;3,543;2,936;2,667;3,396;1,275;3,027;4,482
  11/2017;3,469;3,580;3,846;3,543;4,158;4,079;3,884;3,731;3,655;3,074;4,900;2,733;2,103;1,843;1,650;1,677;2,602;2,868;2,970;4,079;3,323;---;3,807;2,505;1,787;1,492;1,677;2,347;1,704;1,455;---;---;---;---
  12/2017;1,365;1,311;1,275;1,222;1,169;1,455;1,547;2,223;2,316;2,316;2,254;2,133;2,073;2,103;2,103;2,193;2,193;2,834;2,378;2,473;2,378;2,378;2,254;2,103;2,133;2,044;1,985;1,928;1,899;2,378;3,731;1,169;2,069;3,731
  01/2018;5,693;3,074;2,163;3,005;2,163;1,732;3,040;10,387;7,891;4,900;3,005;7,075;4,647;3,180;3,074;2,347;2,073;2,015;1,815;2,254;2,223;2,316;2,868;4,523;7,025;5,784;3,543;2,316;1,899;2,441;4,198;1,732;3,699;10,387
  02/2018;2,800;2,223;1,928;1,704;1,597;1,529;1,492;1,437;1,383;1,492;2,015;1,899;1,704;1,510;1,437;1,401;2,254;10,817;10,446;4,857;3,323;2,634;2,316;2,015;1,815;1,677;1,985;2,347;---;---;---;1,383;2,644;10,817
  03/2018;1,871;1,787;2,800;2,378;1,899;1,677;1,623;1,566;1,510;1,455;1,677;1,529;1,455;1,547;1,597;2,015;1,843;1,623;1,474;1,510;2,103;3,251;2,347;1,815;1,597;1,510;1,510;1,871;2,970;2,133;1,732;1,455;1,860;3,251
  04/2018;1,547;1,566;1,597;2,223;1,677;1,510;1,437;1,383;1,347;1,329;1,311;1,275;1,275;1,257;1,239;1,239;1,239;1,239;1,204;1,204;1,311;1,492;1,492;1,815;2,634;2,767;2,800;2,834;2,834;2,834;---;1,204;1,697;2,834
  05/2018;2,800;2,767;2,767;2,767;2,767;2,767;2,767;2,902;2,902;2,902;2,902;2,902;2,902;2,902;2,902;2,902;2,902;2,902;2,505;2,537;2,044;1,899;1,843;1,815;1,815;1,787;1,787;1,787;1,787;1,759;1,759;1,759;2,466;2,902
  06/2018;1,732;1,732;1,732;1,732;1,732;1,677;2,015;2,473;1,956;1,843;1,759;1,759;1,732;1,732;1,732;1,732;1,732;1,732;1,704;1,677;1,677;1,732;2,163;2,193;2,193;2,193;2,193;2,193;2,193;2,163;---;1,677;1,894;2,473
  07/2018;2,163;2,163;2,133;2,133;2,133;2,133;2,133;2,133;2,133;2,133;2,133;2,133;2,133;2,133;2,133;2,133;2,133;2,103;2,133;2,133;2,103;2,133;2,133;2,133;2,133;2,133;2,133;2,133;2,133;2,073;2,285;2,073;2,136;2,285
  08/2018;1,815;1,899;1,928;2,473;2,103;2,073;2,569;2,133;1,985;1,732;1,623;1,597;1,547;1,529;1,510;1,492;1,956;1,815;1,732;1,704;1,677;1,677;1,650;1,650;1,759;1,759;1,732;1,704;1,677;1,677;1,650;1,492;1,801;2,569
  09/2018;1,623;1,623;1,623;1,623;1,759;1,704;1,650;1,623;1,623;1,597;1,566;1,566;1,566;1,597;1,677;2,073;1,623;1,383;1,329;1,257;1,257;1,222;1,186;1,134;1,117;1,275;1,293;1,311;1,293;1,704;---;1,117;1,496;2,073
  10/2018;3,251;2,133;1,704;1,510;1,437;1,383;1,401;1,419;2,733;2,733;2,441;1,899;1,759;1,759;1,732;1,677;1,597;1,759;1,704;1,547;1,437;1,383;1,347;1,347;1,455;2,634;2,409;2,103;1,732;1,547;1,474;1,347;1,821;3,251
  11/2018;1,401;1,365;1,347;1,650;1,492;1,401;1,365;1,383;1,437;1,383;1,365;2,193;4,119;2,667;1,815;1,566;1,474;1,419;3,040;3,731;2,634;1,928;4,731;3,769;5,738;3,962;2,767;2,223;1,985;1,815;---;1,347;2,306;5,738
  12/2018;5,467;4,564;2,834;1,815;1,529;1,347;1,257;1,186;1,204;1,529;1,787;1,732;1,455;1,365;1,365;1,365;1,928;1,928;7,580;3,432;2,044;1,787;4,158;2,347;2,473;2,015;1,871;1,704;1,597;1,529;1,474;1,186;2,247;7,580
  01/2019;1,455;1,492;1,455;1,474;8,428;5,859;4,016;2,853;3,164;2,686;2,332;3,561;2,269;2,027;1,912;1,814;3,451;2,269;2,147;1,937;1,888;1,790;1,741;2,117;2,990;3,524;2,620;2,177;1,998;1,863;1,765;1,455;2,615;8,428
  02/2019;1,693;1,646;1,599;1,717;1,741;2,752;5,904;3,451;2,490;2,087;1,937;1,863;1,998;1,912;1,888;2,686;3,451;2,955;2,394;2,147;2,027;1,968;2,426;2,117;1,998;4,330;3,415;3,561;---;---;---;1,599;2,505;5,904
  03/2019;5,548;4,532;4,572;6,690;7,219;5,859;6,455;4,778;3,524;3,024;2,785;2,686;2,819;2,819;2,719;2,819;3,306;4,903;3,235;3,129;2,752;2,555;2,363;2,269;2,177;2,117;2,057;1,998;1,998;1,937;1,912;1,912;3,470;7,219
  04/2019;1,888;1,863;1,838;1,838;1,814;1,838;2,752;3,235;2,853;2,490;2,208;2,087;2,027;3,164;4,290;3,094;4,211;2,887;2,490;2,300;2,208;2,087;2,057;2,087;2,147;2,027;1,998;1,968;3,129;2,458;---;1,814;2,444;4,290
  05/2019;2,147;2,087;2,027;1,968;1,937;1,912;1,888;1,888;1,863;1,863;1,814;1,888;1,888;1,814;2,087;1,863;1,814;1,998;1,998;1,968;1,912;1,863;1,838;1,838;1,937;1,838;1,814;1,790;1,998;2,027;1,912;1,790;1,919;2,147
  06/2019;1,814;1,863;2,087;2,332;1,998;1,863;1,790;1,741;1,741;1,717;1,693;1,670;1,646;1,646;1,622;1,646;1,646;1,599;1,622;1,599;1,863;1,888;1,888;1,888;1,888;1,888;1,863;1,863;1,863;1,863;---;1,599;1,803;2,332
  07/2019;1,888;1,838;1,838;1,888;5,286;3,598;2,522;2,117;1,912;1,863;1,814;1,790;1,741;1,741;1,717;1,765;1,790;1,741;1,693;1,693;1,693;1,670;1,646;1,646;1,646;1,646;1,622;1,599;1,599;1,599;1,646;1,599;1,943;5,286
  08/2019;1,912;1,998;2,027;2,087;2,147;2,117;2,087;2,057;2,057;1,998;1,998;1,998;1,968;1,912;1,888;1,888;1,863;1,863;1,838;1,888;1,888;1,888;1,888;1,888;1,888;1,888;1,863;1,838;1,838;1,814;1,888;1,814;1,941;2,147
  09/2019;2,587;3,059;2,620;2,269;2,147;2,117;2,117;2,057;2,057;1,998;2,027;2,300;2,363;2,363;2,363;2,363;2,332;2,300;2,300;2,300;2,394;2,363;2,363;1,888;1,968;2,238;2,208;2,177;2,057;1,937;---;1,888;2,254;3,059
  10/2019;1,888;1,863;1,838;1,838;2,147;2,238;2,269;2,269;2,458;3,094;3,024;2,990;2,990;2,990;2,955;2,955;2,955;2,955;2,955;2,955;2,955;2,955;2,955;2,955;2,990;2,955;3,094;2,955;2,955;2,955;2,921;1,838;2,718;3,094
  11/2019;2,921;2,887;2,887;2,887;2,921;3,024;2,990;3,164;3,164;2,785;2,522;2,458;2,363;2,785;3,938;4,491;2,752;1,968;1,693;1,622;1,552;1,506;2,587;1,717;1,552;1,506;1,460;2,117;1,937;1,741;---;1,460;2,463;4,491
  12/2019;6,040;2,887;2,394;2,057;2,458;5,200;4,861;3,059;2,332;2,269;2,555;3,378;2,887;2,208;1,968;1,646;1,506;2,300;2,426;2,752;2,394;2,057;2,653;4,093;2,990;2,269;1,937;1,814;1,717;1,646;1,670;1,506;2,659;6,040
  01/2020;1,622;3,900;12,359;7,564;8,900;7,564;4,820;3,748;7,764;4,987;4,737;3,636;7,171;4,410;3,094;2,555;4,330;2,887;2,426;2,177;1,998;1,863;2,238;3,824;2,522;2,117;1,838;1,717;2,087;1,912;2,955;1,622;4,056;12,359
  02/2020;3,306;6,881;4,737;5,157;8,376;5,030;3,977;3,636;3,199;4,054;7,268;5,725;4,093;3,235;2,752;2,458;2,269;2,147;2,117;2,458;7,614;7,915;4,903;3,451;4,211;5,030;8,742;7,171;5,504;---;---;2,117;4,738;8,742
  03/2020;4,987;3,900;3,235;2,887;2,653;2,458;2,332;2,238;2,208;2,057;1,968;2,027;1,998;1,968;1,968;3,306;2,853;2,426;2,332;3,306;4,695;3,748;2,458;2,087;1,912;1,790;1,693;1,693;1,670;1,888;1,765;1,670;2,532;4,987
