data,pme,etp,qin,qobs,tmed,qsim,qobs_imp,res
2013-06-20,0.25,2.05,3.37,9.13,17.99,3.84,9.13,5.29
2013-06-21,0.25,2.1,3.07,8.64,20.06,3.71,8.64,4.93
2013-06-22,0.38,2.42,3.21,9.09,19.64,3.55,9.09,5.54
2013-06-23,2.5,2.49,3.54,9.49,15.0,3.5,9.49,5.99
2013-06-24,0.62,2.42,3.54,9.02,15.49,3.64,9.02,5.38
2013-06-25,5.12,2.62,3.49,8.8,16.24,3.82,8.8,4.98
2013-06-26,3.62,2.73,3.59,10.7,16.85,4.03,10.7,6.67
2013-06-27,0.5,2.64,3.62,10.93,17.77,4.16,10.93,6.77
2013-06-28,0.62,2.64,3.41,9.72,19.21,4.1,9.72,5.62
2013-06-29,0.88,2.58,3.26,8.93,20.37,3.92,8.93,5.01
2013-06-30,15.62,2.57,3.79,12.11,17.66,4.08,12.11,8.03
2013-07-01,7.88,2.19,4.83,22.45,15.21,5.11,22.45,17.34
2013-07-02,0.38,2.28,4.08,23.82,13.99,5.98,23.82,17.84
2013-07-03,0.5,2.06,3.62,17.63,16.22,5.85,17.63,11.78
2013-07-04,0.5,2.29,3.5,13.43,16.45,5.11,13.43,8.32
2013-07-05,0.5,2.33,3.36,10.69,17.76,4.57,10.69,6.12
2013-07-06,0.62,2.85,3.21,8.93,18.35,4.32,8.93,4.61
2013-07-07,0.5,2.07,3.21,8.23,18.76,4.16,8.23,4.07
2013-07-08,0.5,1.94,3.45,8.45,16.1,4.09,8.45,4.36
2013-07-09,0.62,2.34,3.43,8.3,15.56,4.12,8.3,4.18
2013-07-10,0.62,1.99,3.31,8.08,16.52,4.17,8.08,3.91
2013-07-11,0.62,2.34,3.17,7.65,15.58,4.14,7.65,3.51
2013-07-12,0.5,2.91,3.24,7.49,16.45,4.05,7.49,3.44
2013-07-13,0.75,2.78,3.11,7.18,17.55,3.97,7.18,3.21
2013-07-14,1.38,3.09,3.0,7.09,18.8,3.91,7.09,3.18
2013-07-15,0.88,3.1,2.97,7.06,17.9,3.82,7.06,3.24
2013-07-16,0.75,2.7,3.01,7.27,16.19,3.75,7.27,3.52
2013-07-17,0.5,2.91,2.89,7.02,16.28,3.7,7.02,3.32
2013-07-18,0.62,2.34,2.77,6.59,18.58,3.64,6.59,2.95
2013-07-19,1.25,2.35,2.72,6.68,17.2,3.54,6.68,3.14
2013-07-20,0.75,2.83,2.6,6.39,19.19,3.44,6.39,2.95
2013-07-21,0.75,2.61,2.58,6.83,21.74,3.35,6.83,3.48
2013-07-22,0.5,2.44,2.72,6.9,18.42,3.29,6.9,3.61
2013-07-23,5.62,2.93,3.04,7.48,10.3,3.39,7.48,4.09
2013-07-24,3.25,2.7,3.31,9.13,6.85,3.81,9.13,5.32
2013-07-25,5.88,2.0,4.76,12.67,8.73,4.39,12.67,8.28
2013-07-26,0.0,2.65,4.65,19.35,10.9,5.13,19.35,14.22
2013-07-27,0.25,2.9,3.88,14.24,13.4,5.49,14.24,8.75
2013-07-28,0.25,3.01,3.47,10.75,13.19,5.19,10.75,5.56
2013-07-29,0.25,2.8,3.5,9.58,13.93,4.66,9.58,4.92
2013-07-30,0.25,2.92,3.48,8.57,13.98,4.35,8.57,4.22
2013-07-31,0.12,2.5,3.45,8.17,16.36,4.24,8.17,3.93
2013-08-01,0.38,2.56,3.33,7.85,17.88,4.19,7.85,3.66
2013-08-02,0.25,2.76,3.28,7.54,18.8,4.12,7.54,3.42
2013-08-03,0.38,2.46,3.27,7.32,20.33,4.05,7.32,3.27
2013-08-04,0.25,2.82,3.28,7.28,20.24,3.99,7.28,3.29
2013-08-05,0.5,2.63,3.32,7.37,17.66,3.97,7.37,3.4
2013-08-06,0.5,2.97,3.23,7.23,16.49,3.97,7.23,3.26
2013-08-07,0.62,3.13,3.08,6.84,18.4,3.93,6.84,2.91
2013-08-08,0.5,3.0,3.03,6.62,20.54,3.84,6.62,2.78
2013-08-09,0.75,3.06,3.23,6.4,21.04,3.77,6.4,2.63
2013-08-10,0.5,2.79,3.09,6.26,21.01,3.76,6.26,2.5
2013-08-11,0.0,3.42,3.17,6.47,13.61,3.77,6.47,2.7
2013-08-12,0.0,3.35,3.12,6.21,15.26,3.75,6.21,2.46
2013-08-13,0.0,3.14,3.16,6.14,18.89,3.74,6.14,2.4
2013-08-14,0.38,3.03,3.27,6.36,13.34,3.74,6.36,2.62
2013-08-15,0.0,2.63,3.54,6.61,9.66,3.8,6.61,2.81
2013-08-16,0.0,2.07,3.44,6.49,13.15,3.92,6.49,2.57
2013-08-17,0.0,2.6,3.45,6.53,14.04,3.99,6.53,2.54
2013-08-18,5.0,2.54,3.5,6.56,14.11,4.06,6.56,2.5
2013-08-19,1.0,3.11,3.57,6.92,15.62,4.25,6.92,2.67
2013-08-20,0.0,2.63,3.52,7.12,17.01,4.31,7.12,2.81
2013-08-21,0.0,2.7,3.35,6.48,17.92,4.19,6.48,2.29
2013-08-22,0.0,3.1,3.14,6.01,20.02,4.02,6.01,1.99
2013-08-23,0.0,3.75,3.12,5.93,20.24,3.85,5.93,2.08
2013-08-24,0.0,3.48,3.21,5.9,19.5,3.73,5.9,2.17
2013-08-25,0.0,3.01,3.1,5.65,20.76,3.69,5.65,1.96
2013-08-26,0.0,3.02,2.95,5.36,19.28,3.66,5.36,1.7
2013-08-27,2.0,3.02,3.23,5.9,13.6,3.61,5.9,2.29
2013-08-28,0.12,3.81,3.51,6.43,11.56,3.68,6.43,2.75
2013-08-29,0.0,3.69,3.49,6.22,14.35,3.84,6.22,2.38
2013-08-30,0.12,4.11,3.38,6.02,16.74,3.94,6.02,2.08
2013-08-31,0.0,3.37,3.28,5.56,18.74,3.92,5.56,1.64
2013-09-01,0.0,3.78,3.14,5.33,21.19,3.82,5.33,1.51
2013-09-02,0.0,3.85,2.93,4.98,21.66,3.69,4.98,1.29
2013-09-03,4.75,3.49,3.05,5.45,18.43,3.6,5.45,1.85
2013-09-04,0.88,2.74,3.42,6.18,15.16,3.72,6.18,2.46
2013-09-05,0.25,3.32,3.06,6.66,14.69,3.84,6.66,2.82
2013-09-06,0.0,3.19,3.64,6.23,17.54,3.84,6.23,2.39
2013-09-07,0.0,3.35,3.36,5.68,18.32,3.85,5.68,1.83
2013-09-08,0.0,3.68,3.33,5.67,18.88,3.89,5.67,1.78
2013-09-09,0.0,3.96,3.33,5.44,19.94,3.86,5.44,1.58
2013-09-10,0.0,4.28,3.42,5.23,19.92,3.82,5.23,1.41
2013-09-11,0.0,3.98,3.29,4.94,19.16,3.81,4.94,1.13
2013-09-12,0.0,4.02,3.48,4.95,21.28,3.81,4.95,1.14
2013-09-13,0.0,4.3,3.79,5.07,21.9,3.87,5.07,1.2
2013-09-14,0.0,4.41,3.8,5.13,22.06,4.01,5.13,1.12
2013-09-15,0.0,4.72,3.65,5.35,22.86,4.13,5.35,1.22
2013-09-16,0.75,4.28,3.33,5.26,21.43,4.11,5.26,1.15
2013-09-17,8.12,4.51,3.52,5.7,18.46,4.07,5.7,1.63
2013-09-18,0.38,4.47,4.01,7.15,15.38,4.32,7.15,2.83
2013-09-19,0.38,4.02,4.08,7.47,16.66,4.53,7.47,2.94
2013-09-20,0.12,3.33,3.7,6.32,20.37,4.55,6.32,1.77
2013-09-21,0.12,3.99,3.41,5.76,24.38,4.38,5.76,1.38
2013-09-22,0.0,4.56,3.42,5.59,19.86,4.14,5.59,1.45
2013-09-23,0.0,5.12,3.69,5.56,18.5,3.99,5.56,1.57
2013-09-24,0.12,4.4,3.63,5.96,17.12,4.01,5.96,1.95
2013-09-25,0.0,3.03,3.75,6.32,12.83,4.08,6.32,2.24
2013-09-26,0.0,2.84,3.81,6.26,13.16,4.14,6.26,2.12
2013-09-27,0.0,3.89,3.73,6.03,13.88,4.19,6.03,1.84
2013-09-28,0.0,3.72,3.55,5.51,16.36,4.18,5.51,1.33
2013-09-29,2.88,3.73,3.62,5.67,16.7,4.12,5.67,1.55
2013-09-30,1.0,3.36,3.47,5.89,17.05,4.1,5.89,1.79
2013-10-01,2.12,3.7,3.56,6.25,19.93,4.07,6.25,2.18
2013-10-02,6.38,3.68,3.92,7.69,18.69,4.14,7.69,3.55
2013-10-03,1.38,2.85,3.47,9.48,18.48,4.4,9.48,5.08
2013-10-04,11.38,3.27,4.13,10.84,19.27,4.66,10.84,6.18
2013-10-05,0.12,4.8,3.24,14.3,16.96,5.0,14.3,9.3
2013-10-06,0.0,4.96,2.81,11.61,14.92,4.79,11.61,6.82
2013-10-07,0.0,3.36,2.86,8.49,13.76,4.13,8.49,4.36
2013-10-08,0.12,5.03,2.9,7.3,14.63,3.65,7.3,3.65
2013-10-09,0.0,5.07,3.08,6.46,17.06,3.56,6.46,2.9
2013-10-10,0.0,4.64,3.14,5.91,18.4,3.61,5.91,2.3
2013-10-11,0.0,4.64,3.1,5.58,18.86,3.69,5.58,1.89
2013-10-12,0.0,5.34,3.36,5.43,19.02,3.74,5.43,1.69
2013-10-13,0.0,4.83,3.24,4.96,21.59,3.81,4.96,1.15
2013-10-14,0.0,4.44,3.15,5.09,24.22,3.84,5.09,1.25
2013-10-15,2.5,4.81,3.24,5.32,20.8,3.83,5.32,1.49
2013-10-16,3.12,5.11,3.61,6.19,17.73,3.91,6.19,2.28
2013-10-17,0.0,5.28,3.23,7.41,18.07,4.06,7.41,3.35
2013-10-18,7.62,4.88,3.59,7.29,19.43,4.17,7.29,3.12
2013-10-19,0.12,5.83,5.15,19.75,19.24,4.56,19.75,15.19
2013-10-20,0.0,4.12,3.73,19.81,21.55,4.99,19.81,14.82
2013-10-21,1.38,3.28,3.32,11.05,24.49,4.94,11.05,6.11
2013-10-22,2.88,2.62,4.21,9.66,20.86,4.55,9.66,5.11
2013-10-23,0.0,3.76,4.41,14.96,22.78,4.54,14.96,10.42
2013-10-24,0.0,4.44,3.6,12.53,24.34,4.73,12.53,7.8
2013-10-25,1.12,3.1,3.52,9.14,20.58,4.61,9.14,4.53
2013-10-26,0.0,3.53,2.96,7.12,23.46,4.25,7.12,2.87
2013-10-27,4.25,3.59,2.86,6.67,22.12,3.93,6.67,2.74
2013-10-28,0.0,4.51,3.3,6.47,16.68,3.81,6.47,2.66
2013-10-29,0.0,4.56,3.24,5.87,15.58,3.81,5.87,2.06
2013-10-30,0.25,4.75,3.19,5.61,17.38,3.82,5.61,1.79
2013-10-31,0.0,4.54,3.29,5.57,17.6,3.8,5.57,1.77
2013-11-01,0.0,4.11,3.32,5.56,18.61,3.8,5.56,1.76
2013-11-02,0.0,4.88,3.57,5.3,21.4,3.85,5.3,1.45
2013-11-03,0.0,3.42,3.42,4.99,23.07,3.93,4.99,1.06
2013-11-04,7.12,2.96,3.34,5.36,19.87,4.04,5.36,1.32
2013-11-05,0.0,2.3,3.97,6.94,15.78,4.31,6.94,2.63
2013-11-06,5.0,3.55,3.96,8.04,15.09,4.61,8.04,3.43
2013-11-07,1.0,3.82,3.91,7.97,16.86,4.83,7.97,3.14
2013-11-08,0.0,3.8,3.68,7.89,19.37,4.8,7.89,3.09
2013-11-09,0.0,4.41,3.51,7.19,21.7,4.58,7.19,2.61
2013-11-10,0.0,5.5,3.43,6.68,23.79,4.32,6.68,2.36
2013-11-11,0.0,4.77,3.27,6.08,26.51,4.15,6.08,1.93
2013-11-12,0.25,4.4,3.38,5.86,26.26,4.03,5.86,1.83
2013-11-13,0.0,3.94,3.73,6.18,21.53,4.01,6.18,2.17
2013-11-14,0.0,4.18,4.43,5.83,19.3,4.2,5.83,1.63
2013-11-15,3.0,4.83,4.35,5.69,22.08,4.57,5.69,1.12
2013-11-16,0.5,5.06,4.34,5.95,24.48,4.91,5.95,1.04
2013-11-17,2.0,4.71,4.54,7.48,17.98,5.04,7.48,2.44
2013-11-18,2.0,4.82,4.47,8.44,20.15,5.09,8.44,3.35
2013-11-19,0.12,4.43,4.46,7.2,22.47,5.12,7.2,2.08
2013-11-20,0.0,3.98,4.52,7.27,24.8,5.1,7.27,2.17
2013-11-21,0.25,4.35,4.29,7.1,24.02,5.03,7.1,2.07
2013-11-22,2.12,3.54,4.15,6.68,19.75,4.95,6.68,1.73
2013-11-23,7.75,2.9,4.43,7.07,18.63,4.96,7.07,2.11
2013-11-24,1.0,4.11,4.85,8.81,19.22,5.28,8.81,3.53
2013-11-25,3.12,4.26,4.4,9.66,18.99,5.49,9.66,4.17
2013-11-26,2.12,3.58,4.11,10.05,19.58,5.4,10.05,4.65
2013-11-27,0.0,4.13,4.58,8.54,21.54,5.17,8.54,3.37
2013-11-28,0.0,4.44,3.58,9.48,23.78,4.97,9.48,4.51
2013-11-29,13.62,3.98,3.48,10.03,23.43,4.89,10.03,5.14
2013-11-30,12.88,3.5,3.66,11.97,21.08,5.47,11.97,6.5
2013-12-01,0.0,3.55,3.53,8.47,21.52,6.06,8.47,2.41
2013-12-02,3.88,4.33,3.27,6.78,23.77,5.8,6.78,0.98
2013-12-03,0.0,4.32,3.26,6.32,25.19,5.12,6.32,1.2
2013-12-04,0.0,4.42,3.5,6.33,25.76,4.69,6.33,1.64
2013-12-05,4.12,4.81,3.5,6.39,25.16,4.59,6.39,1.8
2013-12-06,0.0,5.17,4.02,7.16,21.03,4.79,7.16,2.37
2013-12-07,2.88,4.17,3.96,7.94,21.72,5.01,7.94,2.93
2013-12-08,0.0,4.77,6.28,10.44,23.34,5.37,10.44,5.07
2013-12-09,0.0,4.13,3.95,10.6,25.91,5.87,10.6,4.73
2013-12-10,10.5,4.09,3.68,9.55,23.26,6.07,9.55,3.48
2013-12-11,7.88,4.14,5.19,9.94,20.26,6.34,9.94,3.6
2013-12-12,0.0,3.5,3.54,11.21,19.28,6.72,11.21,4.49
2013-12-13,0.0,4.1,3.01,8.83,20.18,6.29,8.83,2.54
2013-12-14,0.0,4.65,2.53,7.47,21.84,5.11,7.47,2.36
2013-12-15,0.25,4.83,2.52,6.29,22.56,4.24,6.29,2.05
